upc,title,category,price_net,price_gross,tax,rating,number_of_reviews,availability
f9705c362f070608,See America: A Celebration of Our National Parks & Treasured Sites,Travel,£48.87,£52.78,£3.91,3,17,14.0
86cbddb61ea78bb7,salt.,,£46.78,£49.59,£2.81,4,45,14.0
85b2176b3b194030,Robin War,Sequential Art,£47.82,£53.56,£5.74,3,10,14.0
31e2e2d9cca3778f,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,£25.48,£26.75,£1.27,2,18,
a6454e329f872b78,Rain Fish,Childrens,,£24.75,£1.18,3,23,14.0
aa35446aab16017f,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,,£53.43,£2.54,5,26,14.0
af58a74e4b2a23a0,Pet Sematary,Horror,£10.56,£11.83,£1.27,3,18,14.0
8ecf0356a3878811,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,£52.15,£52.67,£0.52,3,24,14.0
e34efcc824685332,Once Was a Time,Childrens,,£19.01,£0.73,2,40,14.0
,O lcShool (Diary of a oWipmy Ki #10),,£11.83,£12.89,£1.06,5,44,14.0
,NoDteam Ies Too Hhjgj: Lie Lessns From a Man hWoW alked ojn te Moon,,£21.95,£22.83,£0.88,2,37,14.0
71e36f33981ddb74,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",,£38.39,£40.31,£1.92,2,20,14.0
727bf2b86b19ad88,My Name Is Lucy Barton,Fiction,£41.56,£41.56,£0.0,1,26,14.0
cc82685d9f49bc2c,,Fiction,£24.48,£28.15,£3.67,3,11,14.0
137b0b2775701e11,My Kind of Crazy,Young Adult,£40.36,£46.01,£5.65,1,8,14.0
caa2e5b3fb1b2d4c,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,£28.90,£31.21,£2.31,1,7,
47d47155e89c8be7,More Than Music (Chasing the Dream #1),Add a comment,,£40.99,£3.38,2,3,14.0
,jade to Stic: Wy Some lceas Survive dn Ohtesr Doie,,£38.85,£41.96,£3.11,5,2,14.0
5b43cae640f2338a,Luis Paints the World,Childrens,,£55.03,£1.08,3,9,14.0
d512871626a5e588,Luckiest Girl Alive,,£49.83,£52.32,£2.49,3,28,14.0
a10c7515834240f3,Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,£51.51,£58.21,£6.7,2,46,
,LoveIs  aMix Tap (Music #1),,£18.03,£18.57,£0.54,1,17,14.0
24af96df0bafb925,Looking for Lovely: Collecting the Moments that Matter,Nonfiction,,£30.6,£1.46,5,40,14.0
17fb5a88180f9904,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",,,£49.26,£2.35,4,45,14.0
1174156c4a0eccaa,Let It Out: A Journey Through Journaling,Nonfiction,£26.79,£29.74,£2.95,5,5,14.0
708345c9897fd7c5,,,£16.28,£18.23,£1.95,5,33,14.0
245e6bf08b8d2955,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,£19.55,£20.72,£1.17,1,14,14.0
2b52334fab158861,Island of Dragons (Unwanteds #7),Fantasy,£29.65,£32.62,£2.97,1,11,14.0
,I Know Wuat I'm Dkoing -- an Othe riee o Tlel Mysef: Dispatchdesfroma Life Under Construvtion,,£25.98,£29.88,£3.9,4,36,14.0
aeff7b87a8e83ebb,I Am Pilgrim (Pilgrim #1),Fiction,,£12.08,£1.48,4,34,14.0
,,,£14.75,£16.52,£1.77,5,4,
6b6cd77fbc91b7a6,"Hush, Hush (Hush, Hush #1)",Default,£47.02,£48.43,£1.41,3,3,14.0
,,,£28.82,£31.99,£3.17,1,1,14.0
,Hmailton: The eRvpolution,,£58.79,£62.32,£3.53,3,36,14.0
,Geek Mythc Hustoy,,£10.23,£11.46,£1.23,5,1,14.0
eec424a84c9e4c68,,,£30.03,£31.83,£1.8,5,27,
de4b403cb629a29f,Glory over Everything: Beyond The Kitchen House,Historical Fiction,£45.84,£52.72,£6.88,3,13,14.0
9194ae88379dbf1a,Feathers: Displays of Brilliant Plumage,Art,£49.05,£51.01,£1.96,3,27,14.0
ac4dde0d1be05de0,,Nonfiction,,£16.42,£1.36,4,3,
,very Lat oWrd,,£46.47,£51.58,£5.11,3,22,14.0
9eaf58b03a2779cc,,Fiction,£27.09,£28.44,£1.35,3,42,14.0
27c5968fe43cc06e,El Deafo,Sequential Art,£57.62,£59.92,£2.3,5,24,14.0
1d6dd0c87d90fe92,Eight Hundred Grapes,Fiction,£14.39,£15.4,£1.01,4,24,14.0
a01f6d368ef64dc5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",,£51.75,£56.92,£5.18,5,9,14.0
,"Eat aFt, GetT ihn",,£54.07,£57.85,£3.78,2,0,14.0
ad2887ce04583910,Don't Get Caught,,£55.35,£61.99,£6.64,1,9,14.0
bf5de316a5e9a4ab,Doctor Sleep (The Shining #2),Horror,£40.12,£45.74,£5.62,2,25,
3c6fe637a0180b01,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,£37.51,£40.89,£3.38,5,46,14.0
,sDear Mr.Knifhtley,,£11.21,£11.77,£0.56,5,41,14.0
0e94a089328be4bc,Daily Fantasy Sports,,£36.58,£40.97,£4.39,1,42,14.0
4b9d9cfe0f435788,Crazy Love: Overwhelmed by a Relentless God,Christian,£47.72,£49.63,£1.91,2,26,
28cf0d1c51b491e5,Cometh the Hour (The Clifton Chronicles #6),Fiction,£25.01,£28.26,£3.25,3,28,
33a3e0e3ffde0dcd,Code Name Verity (Code Name Verity #1),Add a comment,,£23.46,£1.33,4,23,14.0
42b0c50fc44140ec,Clockwork Angel (The Infernal Devices #1),Default,£44.14,£48.55,£4.41,1,38,14.0
,xity of Glzase The Moral Inwtrument s#3),,,£58.26,£2.24,4,29,14.0
1e264c677d4ee4ae,,Default,£11.23,£12.47,£1.24,4,1,14.0
5b987e54ee72525c,City of Bones (The Mortal Instruments #1),Default,,£46.74,£3.46,1,21,14.0
8a6ec2761f91dad2,City of Ashes (The Mortal Instruments #2),Default,£47.27,£54.36,£7.09,1,3,14.0
bfbb54bc8cdeed2b,,Add a comment,£20.29,£20.9,£0.61,4,24,14.0
e2e7b683b4c15b7d,Catching Jordan (Hundred Oaks),Young Adult,£50.83,£55.4,£4.57,3,43,14.0
,,,£31.85,£32.49,£0.64,3,6,14.0
5f22418922fa728b,Carrie,Default,£46.23,£52.7,£6.47,2,25,14.0
16ef91b9d827859c,,Nonfiction,£37.80,£41.2,£3.4,4,38,14.0
a80f66b254fe9eb3,Brain on Fire: My Month of Madness,Nonfiction,£49.32,£50.8,£1.48,5,35,14.0
bf68dcb5fad3cc8c,Batman: Europa,Sequential Art,,£33.61,£1.6,2,41,14.0
999912e63a3262ae,,,£28.01,£31.37,£3.36,1,45,14.0
,Braeofit xontasata Home: Everydzay Refipds You'll Make Over and iOvdr Agian,,,£52.64,£2.02,5,42,
9b65f676984c9f0c,Balloon Animals,Fiction,£17.03,£17.88,£0.85,3,28,14.0
ffdc825785c0ede8,Art Ops Vol. 1,,£48.80,£51.73,£2.93,3,0,14.0
41164b8ac02a2c42,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),,£58.14,£59.88,£1.74,4,2,
1fbb5f786e53a0ce,,Add a comment,,£34.54,£0.34,2,49,14.0
ad41c24ccac0c7ce,Angels & Demons (Robert Langdon #1),Default,£51.48,£59.2,£7.72,3,2,
39861fc1c0845d15,,Historical,£29.87,£34.05,£4.18,5,18,14.0
5319169a72714c62,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,£10.90,£11.01,£0.11,2,1,14.0
,Abstrac iCty,,£56.37,£56.93,£0.56,5,10,14.0
4416c474713ec1f5,A Time of Torment (Charlie Parker #14),Mystery,£48.35,£49.8,£1.45,5,3,14.0
63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),Mystery,£16.73,£18.9,£2.17,2,43,14.0
c1379d3744f1dd2c,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,£56.48,£59.87,£3.39,2,39,14.0
1ad06aed9349af46,A People's History of the United States,Add a comment,,£40.79,£0.0,2,45,14.0
8682c03de6a844ff,A Man Called Ove,,,£43.69,£3.97,1,20,14.0
d5e0526e1ab682a3,,,£14.58,£15.16,£0.58,3,8,14.0
,A Brusu of Wins (Angesl Walokijg #3),,£55.51,£58.84,£3.33,1,42,14.0
6e8e5626ac4d279e,,History,£21.80,£23.11,£1.31,3,12,14.0
ac5e0d3938caf686,"The Three Searches, Meaning, and the Story",Default,,£13.6,£0.27,3,26,13.0
2f0213137a80d485,Searching for Meaning in Gailana,Fantasy,£38.73,£40.67,£1.94,1,11,13.0
44d97b6707dae3f0,Rook,Add a comment,£37.86,£40.51,£2.65,4,23,13.0
8bbd7df8a324f31d,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,£11.53,£11.65,£0.12,2,15,
4be9d1910f8a4e80,,Nonfiction,£27.06,£30.31,£3.25,1,14,
077b635ff2afc578,Will You Won't You Want Me?,Womens Fiction,£13.86,£15.66,£1.8,3,2,12.0
148715df5a02ea5e,Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,£37.55,£40.93,£3.38,1,42,12.0
,Teh Sgar-Toucuhed Quen,,£32.30,£34.56,£2.26,5,33,12.0
ce1ae197ada2aec4,The Silent Sister (Riley MacPherson #1),,£46.29,£51.84,£5.55,5,15,12.0
14e44163678e24dc,,Add a comment,£26.20,£27.25,£1.05,1,3,12.0
582a21a1dbbef3cf,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,£33.26,£36.59,£3.33,2,25,12.0
3063c7e95d0bf76f,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,£59.15,£61.52,£2.37,4,49,
,Thwe Gldebn Clndom: ned lOther Essays n LoveL ots adn Found,,£39.43,£39.82,£0.39,1,41,12.0
,The pEidejmic (The Prgkra 0.6),,£14.44,£14.87,£0.43,5,24,
c6ca293d4810e0d5,,Fiction,,£60.5,£3.96,2,25,12.0
,rhe Dary of a Young Gjir,,£59.90,£63.49,£3.59,3,24,12.0
64fd010bf8d15096,,Add a comment,£11.88,£13.31,£1.43,3,19,12.0
b63ea3f7a57ae099,,Young Adult,£48.05,£51.89,£3.84,2,36,12.0
f40fea200e0c644f,,Nonfiction,,£23.97,£2.76,3,4,12.0
ebf81a62e4798fd1,Raspberry Pi Electronics Projects for the Evil Genius,,£49.67,£50.66,£0.99,4,20,12.0
8976d9161c027142,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,£43.14,£44.43,£1.29,1,43,
b8d7b3f5c7a95d65,,Horror,£36.97,£39.56,£2.59,5,4,12.0
abdd91e96515a617,Poisonous (Max Revere Novels #3),Mystery,£26.80,£27.87,£1.07,3,6,12.0
81ef44fcc5f454df,One with You (Crossfire #5),Add a comment,£15.71,£15.87,£0.16,4,31,12.0
db84624b151cbe06,,Young Adult,£54.65,£61.21,£6.56,4,18,12.0
e7fe3bf2768602cf,,Mystery,£54.36,£58.17,£3.81,4,33,
,Most Wanted,Mystery,£35.28,£35.63,£0.35,3,1,12.0
9546d537fbf99eb6,"Love, Lies and Spies",Historical Fiction,£20.55,£23.02,£2.47,2,7,
b978c9852cde91bd,How to Speak Golf: An Illustrated Guide to Links Lingo,,£58.32,£58.9,£0.58,5,33,12.0
bddc6fd036eb6279,Hide Away (Eve Duncan #20),Mystery,,£12.2,£0.36,1,46,12.0
c6a29d6df8de968c,Furiously Happy: A Funny Book About Horrible Things,,£41.46,£42.7,£1.24,4,24,12.0
76319fe9d8b465a3,Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,£20.10,£22.71,£2.61,5,34,12.0
3968e3fbf4695d7c,Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,£56.86,£63.11,£6.25,1,44,12.0
6983328f15506cb9,Eleanor & Park,,£56.51,£59.34,£2.83,5,0,12.0
df7e628bad5782b4,Dirty (Dive Bar #1),Romance,£40.83,£43.28,£2.45,4,41,12.0
d069086944f2e330,Can You Keep a Secret? (Fear Street Relaunch #4),Horror,£48.64,£49.13,£0.49,1,35,
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),Mystery,£59.48,£68.4,£8.92,3,5,
63343e287971bb0c,A Paris Apartment,,£39.01,£39.4,£0.39,4,3,12.0
,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",,£38.77,£43.03,£4.26,1,25,12.0
515cb8fcafb1ad98,,Default,£48.39,£51.29,£2.9,2,15,11.0
,,,£27.26,£30.8,£3.54,2,6,11.0
985991708c47003e,"The Sleep Revolution: Transforming Your Life, One Night at a Time",,£11.68,£12.73,£1.05,4,14,11.0
437d8dea9272d0a9,The Improbability of Love,Fiction,£59.45,£67.77,£8.32,1,1,11.0
1c584f82a7a1c4f0,The Art of Startup Fundraising,,£21.00,£23.31,£2.31,3,18,11.0
cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),Romance,,£54.52,£0.54,3,13,11.0
,,,,£55.08,£6.34,1,16,
b06599b108e83f98,,Biography,£21.15,£22.42,£1.27,2,17,11.0
05a61a3bd8ca4149,Playing with Fire,Mystery,£13.71,£14.4,£0.69,3,6,11.0
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),Romance,£47.67,£51.48,£3.81,3,40,11.0
47e1b2d43f709995,Mothering Sunday,Fiction,£13.34,£14.54,£1.2,2,0,11.0
28b2df9fadc9f07e,"Mother, Can You Not?",Nonfiction,£16.89,£17.4,£0.51,5,33,11.0
,M rTain,,,£29.9,£2.72,1,21,
,Lilac Girls,Historical Fiction,£17.28,£19.7,£2.42,2,27,11.0
469508882dfc1991,,Fiction,£45.14,£50.11,£4.97,1,35,11.0
825d6c44da3ca5a6,Lab Girl,Autobiography,,£45.75,£4.9,1,43,11.0
20dc4f1ac5d4fd9c,Keep Me Posted,Womens Fiction,£20.46,£23.12,£2.66,4,9,11.0
,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,£56.27,£56.83,£0.56,3,25,11.0
b5953ca1f8a0b8d7,Grey (Fifty Shades #4),Womens Fiction,£48.49,£50.43,£1.94,4,5,
c65c25d990fc7025,"Exit, Pursued by a Bear",Young Adult,£51.34,£56.99,£5.65,4,2,
,Draedveils,,£16.34,£17.81,£1.47,3,13,11.0
2587c54f5530dafc,Cravings: Recipes for What You Want to Eat,Food and Drink,£20.50,£21.73,£1.23,3,48,11.0
,orn fro This:How ot dFindhte Work You WeeMeant o rDo,,£21.59,£23.96,£2.37,5,27,11.0
,Area,,£21.36,£22.21,£0.85,4,9,11.0
bb967277222e689c,Adultery,Default,£20.88,£21.92,£1.04,5,19,11.0
2b69dec0193511d9,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,£19.53,£20.7,£1.17,3,40,11.0
40c4bf520c17de54,,Romance,£14.75,£16.52,£1.77,5,9,11.0
a9d7b75461084a26,11/22/1963,,,£51.87,£3.39,3,33,11.0
34669b2e9d407d3a,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Nonfiction,£24.57,£25.55,£0.98,2,10,10.0
,10-Dy Green Smothie Ceahse: Lse Ulp to 15 oPundsin 10 Dyas!,,,£51.7,£1.99,5,43,10.0
ab60e6f5a63e1cfb,,Add a comment,£48.27,£50.68,£2.41,5,10,9.0
,,,,£66.18,£8.13,4,38,9.0
4fd0a2a350f016e6,Unlimited Intuition Now,Default,£58.87,£59.46,£0.59,4,10,
0967effecd292a86,Underlying Notes,Default,£11.82,£13.47,£1.65,2,10,
903a9f8090104c2c,The Shack,Fiction,£28.03,£30.83,£2.8,1,49,9.0
4b50fb1359ebf35d,The New Brand You: Your New Image Makes the Sale for You,,,£46.25,£2.2,5,31,9.0
65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,£12.34,£12.46,£0.12,4,43,9.0
33396269bcce166f,The Flowers Lied,,£16.68,£19.02,£2.34,2,19,
ca74f2e3c35a3e77,,Science,£55.91,£62.06,£6.15,1,4,9.0
3f25a2fedae191cc,The Book of Mormon,Religion,£24.57,£27.52,£2.95,3,6,
,The Art and cSience of Los qwaCrbohydrate Lving,,£52.98,£57.22,£4.24,5,38,9.0
e77594ece9b9d1fe,The Alien Club,Young Adult,£54.40,£55.49,£1.09,1,46,9.0
,Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,£54.81,£56.45,£1.64,5,18,
,,,£25.08,£27.84,£2.76,1,17,9.0
ee6c67859d70186b,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,£10.41,£10.41,£0.0,4,45,9.0
6baac632f7711e26,Modern Day Fables,Default,£47.44,£48.86,£1.42,2,30,9.0
8fab4c4f6f82a4ce,If I Gave You God's Phone Number....: Searching for Spirituality in America,,£20.91,£23.84,£2.93,1,28,9.0
97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",,,£37.68,£3.73,4,14,
7e9068872228c474,Dress Your Family in Corduroy and Denim,Humor,£43.68,£46.74,£3.06,3,23,9.0
,Djo't Forgst Steven,,£33.23,£37.88,£4.65,1,36,
7186241e043de5dc,,Nonfiction,,£38.43,£2.51,2,27,
d6d9ffea95f2f8bf,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,£48.63,£49.6,£0.97,4,30,9.0
63d5f1651880dcea,A Shard of Ice (The Black Symphony Saga #1),Fantasy,£56.63,£60.59,£3.96,3,0,9.0
,A Hreo's Cufse (Tie Unaseen Chroivles #1),,£50.49,£50.49,£0.0,3,30,9.0
,23 Degres Suoth: A Tropical Tle orfv hnsbing Whethfer...,,£35.79,£39.73,£3.94,2,27,9.0
e77033ce559947f7,"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,£34.06,£37.47,£3.41,3,38,
04f6c929888f4f11,Why Not Me?,Nonfiction,£17.76,£18.47,£0.71,1,47,8.0
b69c852e7e3956af,When Breath Becomes Air,Nonfiction,£39.36,£42.51,£3.15,2,5,8.0
1809259a5a5f1d8d,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,,£38.05,£1.11,2,11,
e0bdd79c7304ee8d,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),,£43.62,£46.67,£3.05,5,47,8.0
3eec766dda26fa64,The New Drawing on the Right Side of the Brain,,£43.02,£45.17,£2.15,3,21,8.0
5a0d2e9284004266,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",,£28.45,£29.87,£1.42,4,41,
,fThe Martinw (The Mqrtia n#1),,,£46.36,£4.97,2,25,8.0
4f283dfcbeccc0d4,The High Mountains of Portugal,Fiction,,£56.78,£5.63,1,1,8.0
,The Grkwnjup,,£35.88,£39.11,£3.23,1,37,8.0
a2308a936e898d48,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,,£37.28,£0.37,1,1,8.0
,,,£28.93,£33.27,£4.34,1,31,8.0
a2475a245c9907c4,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,,£42.39,£3.5,5,30,
e46a164cf310fd7d,,Suspense,£58.33,£60.66,£2.33,3,23,8.0
bee6e93e9976f4fa,Shadows of the Past (Logan Point #1),,£39.67,£43.24,£3.57,5,0,8.0
,Roller itrl,,£14.10,£16.22,£2.12,5,32,8.0
,Rising Strong,Nonfiction,£21.82,£23.13,£1.31,3,20,8.0
d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,£54.21,£54.75,£0.54,1,13,8.0
4a823d80aa30dbb0,Please Kill Me: The Uncensored Oral History of Punk,Music,£31.19,£33.06,£1.87,4,38,8.0
c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,Poetry,£53.64,£60.08,£6.44,5,6,
,,,£36.39,£41.12,£4.73,5,17,8.0
bff270fe9c86a5a9,Miller's Valley,Fiction,,£60.3,£1.76,2,21,8.0
4729afff3bea0f0a,Man's Search for Meaning,,£29.48,£30.95,£1.47,3,8,8.0
4d3a4c7b442a9a4e,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,£25.06,£28.82,£3.76,2,41,8.0
044534b0b28b4e87,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,,£14.18,£1.63,3,15,
,es lFeurs du Mal,,£29.04,£30.78,£1.74,5,38,8.0
29af1a2566c4e36e,Left Behind (Left Behind #1),Default,£40.72,£44.38,£3.66,2,14,8.0
39eefec3a8498dde,Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,£45.05,£50.91,£5.86,5,46,8.0
0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,,£47.13,£49.02,£1.89,1,24,8.0
bd26e8a79a856c31,John Vassos: Industrial Design for Modern Life,Default,,£21.03,£0.81,4,35,
0ab4b35dcffcffd1,I'll Give You the Sun,Default,£56.48,£57.61,£1.13,1,9,8.0
bbf1ea50be8008ab,I Will Find You,Nonfiction,,£50.4,£6.19,1,0,
0bfdef63285d3019,Hystopia: A Novel,Fiction,,£23.5,£1.54,4,46,8.0
b7870fa6dc088fbb,Howl and Other Poems,Poetry,£40.45,£41.26,£0.81,2,16,8.0
8a150fd8ff5d7686,History of Beauty,,,£10.7,£0.41,4,35,8.0
d48c1369927ebef1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,,£52.86,£60.26,£7.4,2,47,
df6a7c43faa6732b,Future Shock (Future Shock #1),Young Adult,£55.65,£56.21,£0.56,5,46,
,Ender's Game (The Ender Quintet #1),Default,£43.64,£49.31,£5.67,1,22,8.0
0c11e2d068768dbb,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,,£28.69,£0.28,1,34,8.0
4dbd54d9e36c9566,Death by Leisure: A Cautionary Tale,Default,£37.51,£39.39,£1.88,4,25,8.0
7f5157bf53065d36,,History,£11.45,£12.14,£0.69,3,46,
77e9ea355bd8ae57,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,£19.22,£21.33,£2.11,2,36,
04e3de7ac35ec5cd,Between the World and Me,Nonfiction,£56.91,£59.76,£2.85,4,47,8.0
15ebd83e53d0391b,Being Mortal: Medicine and What Matters in the End,Nonfiction,,£62.22,£7.16,4,26,8.0
fef91502cbacf23a,"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,£13.20,£14.92,£1.72,3,28,8.0
b1a227b7609ff263,32 Yolks,Food and Drink,,£57.38,£3.75,2,2,8.0
f16c2edb2a603f92,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,£44.48,£44.92,£0.44,5,15,8.0
88ec621893e595d0,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,£12.08,£12.2,£0.12,3,21,7.0
b46d022080543144,Wildlife of New York: A Five-Borough Coloring Book,,£22.14,£24.35,£2.21,2,33,7.0
9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,£25.37,£28.67,£3.3,5,14,7.0
,Unreaoable Hop:e FndnigFacfh int he God Who Brings Puropse to Your Pain,,£46.33,£47.26,£0.93,2,41,7.0
a94350ee74deaa07,Under the Tuscan Sun,Travel,£37.33,£40.32,£2.99,3,20,7.0
4242cc3d0437db12,Toddlers Are A**holes: It's Not Your Fault,Humor,£25.55,£26.83,£1.28,1,8,7.0
,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,,£35.41,£0.69,1,17,7.0
0ff9d10864db8364,The Whale,Childrens,£35.96,£39.2,£3.24,4,44,7.0
9147c5251cc99eb1,The Story of Art,Art,£41.14,£46.9,£5.76,4,29,7.0
,,,£10.01,£10.71,£0.7,4,39,7.0
a8dbf1c6b41b885a,The Great Gatsby,Default,£36.05,£38.93,£2.88,4,30,7.0
,The God iGrl,,£49.03,£54.42,£5.39,3,21,7.0
,,Add a comment,£16.24,£16.56,£0.32,1,32,
57f85720e54d6442,,Biography,£39.55,£43.11,£3.56,1,15,
7a10353c9c54cf7c,The Drowning Girls,Add a comment,£35.67,£36.74,£1.07,3,47,
24933c712f0bca2f,The Constant Princess (The Tudor Court #1),Historical Fiction,£16.62,£17.28,£0.66,3,49,7.0
,The Bourne Identity (Jason Bourne #1),,£42.78,£47.49,£4.71,4,2,7.0
20789fb17b423c4c,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,£52.30,£58.05,£5.75,5,25,
4b8fa561a1e52d1c,,Art,£32.34,£36.54,£4.2,2,42,7.0
5fbd03b1ac0a0e69,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,,£34.5,£1.33,4,14,7.0
ba047a636b7d3793,Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,£20.12,£22.94,£2.82,5,38,
8776181be110838a,,,£20.90,£22.15,£1.25,2,17,7.0
bd087cf6a846db75,"Sit, Stay, Love",Romance,£20.90,£23.2,£2.3,3,14,7.0
,Sisetr eear,,£40.20,£45.83,£5.63,4,4,7.0
,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,,£60.27,£7.4,3,24,7.0
8486f61aa81a3daa,"Rich Dad, Poor Dad",Business,£51.74,£59.5,£7.76,1,23,7.0
31c56c4d0fe19340,,Childrens,£34.41,£36.13,£1.72,2,23,7.0
68008abf6409dfde,,,£32.38,£36.27,£3.89,1,49,7.0
746029796363aa51,Nightstruck: A Novel,Young Adult,£50.35,£55.39,£5.04,4,13,7.0
924438fc6cbec836,,Food and Drink,£11.38,£11.72,£0.34,5,23,7.0
725cd8d23d78cdca,,Womens Fiction,£43.58,£44.89,£1.31,3,1,
dac4b5847454fd9b,Memoirs of a Geisha,Fiction,£49.67,£51.16,£1.49,3,10,7.0
b6670507e85b30e6,,,£28.77,£33.09,£4.32,2,31,7.0
,Lfeof Pi,,£13.22,£14.01,£0.79,4,28,7.0
b74ee891e2a6dd69,Leave This Song Behind: Teen Poetry at Its Best,,£51.17,£53.22,£2.05,5,22,7.0
4c82371b8cd02d4d,King's Folly (The Kinsman Chronicles #1),,£39.61,£40.8,£1.19,5,12,7.0
68407606544d6f22,John Adams,Add a comment,£57.43,£63.75,£6.32,4,20,7.0
,Hoaw  toCook Eveything fVegteatian: Slmpl Meatlesx Rrecipse forh Gtreat Foiod (How to Cook Eevtrything),,,£49.69,£3.68,4,26,7.0
eff5710404e2ff78,,Food and Drink,£28.25,£30.51,£2.26,2,40,7.0
,fGood in eBd (Canniw Shapuiro #),,£37.05,£41.13,£4.08,5,0,7.0
,"Fruits Baket,Vol. 7 (uits aBskfet #7",,£19.57,£19.77,£0.2,1,34,7.0
2e40333991f56f45,For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,£45.13,£46.48,£1.35,3,43,7.0
,Finding God in the Ruins: How God Redeems Pain,Nonfiction,£46.64,£49.44,£2.8,2,6,7.0
4fa75fc6829431ca,Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,£12.16,£12.4,£0.24,5,47,7.0
4e980425468708da,Delivering the Truth (Quaker Midwife Mystery #1),Mystery,£20.89,£24.02,£3.13,4,21,7.0
4807043b8218e9ce,Counted With the Stars (Out from Egypt #1),,£17.97,£20.31,£2.34,5,38,7.0
,"Chonicle, Vol. 1",,£52.60,£53.65,£1.05,2,49,7.0
